energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,genre
0.647,130.005,0.711,-8.589,0.0946,0.453,0.0305,0.0228,1.0,10.0,199063.0,0.733,electronic
0.647,149.877,0.732,-7.031,0.0788,0.82,0.109,8.12e-05,1.0,1.0,186245.0,0.654,world
0.647,156.28,0.653,-7.028,0.0753,0.936,0.0437,0.0,1.0,4.0,256693.0,0.201,brazilian
0.648,93.2,0.737,-5.493,0.105,0.746,0.138,6.92e-06,1.0,1.0,259354.0,0.252,ambient
0.648,93.2,0.737,-5.493,0.105,0.746,0.138,6.92e-06,1.0,1.0,259354.0,0.252,arabic
0.648,96.888,0.633,-6.645,0.161,0.49,0.062,2.62e-06,1.0,4.0,200690.0,0.121,pop
0.648,125.035,0.869,-8.698,0.126,0.9,0.0633,2.17e-05,0.0,11.0,339320.0,0.121,pop
0.648,140.819,0.593,-6.84,0.249,0.665,0.381,0.000273,1.0,2.0,232433.0,0.233,latin
0.648,167.966,0.457,-6.458,0.139,0.503,0.0345,0.0,1.0,1.0,281957.0,0.163,pop
0.648,179.951,0.644,-4.601,0.135,0.44,0.118,0.0,1.0,1.0,206710.0,0.276,latin
0.649,93.04,0.744,-6.669,0.0759,0.829,0.174,0.0,1.0,9.0,216101.0,0.652,ambient
0.649,94.482,0.495,-6.789,0.377,0.53,0.421,0.0,1.0,0.0,145003.0,0.573,ambient
0.649,94.83,0.68,-6.751,0.159,0.689,0.266,0.0,0.0,10.0,149684.0,0.0574,arabic
0.649,98.003,0.738,-5.511,0.215,0.677,0.167,0.0,1.0,4.0,222640.0,0.119,ambient
0.649,105.969,0.861,-3.713,0.0989,0.673,0.0988,0.00013,1.0,8.0,128000.0,0.0867,hip-hop
0.649,106.379,0.519,-5.502,0.104,0.541,0.112,0.0,1.0,6.0,243133.0,0.486,arabic
0.649,113.009,0.788,-9.674,0.12,0.229,0.0532,0.0136,1.0,2.0,169912.0,0.253,latin
0.649,140.063,0.68,-9.009,0.118,0.44,0.0561,1.21e-05,1.0,7.0,187909.0,0.0976,pop
0.649,167.366,0.789,-10.496,0.0997,0.973,0.055,2.17e-06,1.0,5.0,229760.0,0.29,world
0.65,129.958,0.765,-6.822,0.0859,0.892,0.0551,0.0,0.0,11.0,201509.0,0.041,brazilian
0.65,139.938,0.862,-8.732,0.0932,0.95,0.341,0.0,0.0,11.0,180913.0,0.602,hip-hop
0.651,67.813,0.49,-6.259,0.108,0.567,0.138,7.59e-06,1.0,11.0,180594.0,0.714,ambient
0.651,67.813,0.49,-6.259,0.108,0.567,0.138,7.59e-06,1.0,11.0,180594.0,0.714,arabic
0.651,109.953,0.79,-8.02,0.104,0.544,0.105,0.00872,1.0,1.0,162000.0,0.284,latin
0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36e-05,1.0,6.0,225881.0,0.496,latin
0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36e-05,1.0,6.0,225881.0,0.496,pop
0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36e-05,1.0,6.0,225881.0,0.496,pop
0.651,139.927,0.741,-7.241,0.972,0.36,0.299,0.0,0.0,11.0,187714.0,0.154,latin
0.651,145.203,0.535,-8.016,0.14,0.476,0.0532,0.0,1.0,9.0,306267.0,0.575,brazilian
0.651,149.979,0.494,-4.127,0.104,0.162,0.0384,0.0,0.0,11.0,222400.0,0.0819,electronic
0.651,151.926,0.524,-7.897,0.104,0.335,0.348,1.49e-06,0.0,4.0,169733.0,0.602,electronic
0.651,163.935,0.665,-5.515,0.0896,0.237,0.156,0.0,1.0,1.0,175755.0,0.0414,arabic
0.651,163.935,0.665,-5.515,0.0896,0.237,0.156,0.0,1.0,1.0,175755.0,0.0414,hip-hop
0.652,95.977,0.825,-3.183,0.0931,0.931,0.0802,0.0,0.0,1.0,233713.0,0.581,pop
0.652,95.977,0.825,-3.183,0.0931,0.931,0.0802,0.0,0.0,1.0,233713.0,0.581,pop
0.652,113.988,0.78,-6.548,0.156,0.577,0.143,0.0,1.0,5.0,206000.0,0.64,ambient
0.652,141.981,0.47,-9.629,0.175,0.104,0.0561,4.08e-05,1.0,2.0,190286.0,0.0831,hip-hop
0.652,147.046,0.716,-6.528,0.0694,0.786,0.0324,4.58e-05,0.0,6.0,235747.0,0.0572,brazilian
0.652,173.008,0.274,-6.196,0.108,0.1,0.0625,6.42e-05,0.0,5.0,288036.0,0.00768,rock
0.653,104.961,0.629,-5.631,0.103,0.248,0.0241,0.000718,0.0,0.0,188714.0,0.00345,electronic
0.653,112.995,0.871,-6.234,0.0883,0.51,0.0505,0.403,0.0,1.0,305941.0,0.623,latin
0.653,120.051,0.652,-9.869,0.138,0.0745,0.0704,0.0273,0.0,11.0,169380.0,0.428,electronic
0.653,142.347,0.493,-5.666,0.511,0.852,0.0466,0.0,0.0,0.0,121573.0,0.269,hip-hop
0.653,150.097,0.547,-3.875,0.103,0.163,0.081,0.0,1.0,5.0,174853.0,0.456,arabic
0.653,150.097,0.547,-3.875,0.103,0.163,0.081,0.0,1.0,5.0,174853.0,0.456,hip-hop
0.653,157.38,0.665,-6.686,0.0769,0.381,0.0893,0.0,0.0,6.0,198857.0,0.693,electronic
0.654,100.001,0.878,-6.934,0.109,0.629,0.189,0.0184,0.0,5.0,168150.0,0.0933,ambient
0.654,110.943,0.955,-5.528,0.0887,0.749,0.0809,3.19e-06,0.0,4.0,194490.0,0.727,electronic
0.654,114.02,0.78,-9.628,0.136,0.281,0.115,2.08e-06,0.0,2.0,185263.0,0.269,arabic
0.654,117.046,0.92,-3.051,0.036,0.847,0.0401,0.0153,0.0,11.0,293827.0,0.0236,pop
0.654,124.387,0.581,-5.87,0.301,0.687,0.285,2e-05,1.0,11.0,167882.0,0.345,ambient
0.654,124.387,0.581,-5.87,0.301,0.687,0.285,2e-05,1.0,11.0,167882.0,0.345,arabic
0.654,199.688,0.488,-6.607,0.244,0.53,0.0753,0.0,1.0,3.0,137810.0,0.0252,pop
0.655,92.9,0.649,-5.534,0.22,0.793,0.0652,0.0,0.0,10.0,147581.0,0.307,ambient
0.655,92.9,0.649,-5.534,0.22,0.793,0.0652,0.0,0.0,10.0,147581.0,0.307,latin
0.655,100.002,0.691,-5.854,0.243,0.187,0.0703,3.83e-06,0.0,9.0,194279.0,0.339,latin
0.655,122.49,0.572,-7.027,0.0901,0.392,0.0344,3.41e-06,0.0,7.0,237053.0,0.00579,pop
0.655,129.89,0.558,-5.476,0.0854,0.39,0.0379,0.0,1.0,0.0,156923.0,0.208,electronic
0.655,139.955,0.845,-5.137,0.0974,0.516,0.0612,0.0,0.0,5.0,164571.0,0.239,hip-hop
0.655,172.031,0.743,-5.015,0.0764,0.785,0.159,0.0,0.0,6.0,261335.0,0.114,latin
0.656,97.951,0.77,-8.798,0.0597,0.874,0.133,0.0,0.0,4.0,215517.0,0.299,ambient
0.656,102.062,0.669,-7.1,0.268,0.592,0.112,0.0,1.0,0.0,201173.0,0.0991,pop
0.656,104.036,0.638,-5.886,0.146,0.225,0.0357,0.0,1.0,5.0,262467.0,0.188,pop
0.656,111.995,0.766,-6.849,0.155,0.637,0.0474,0.0,1.0,10.0,162991.0,0.0449,arabic
0.656,114.831,0.701,-6.368,0.248,0.615,0.0881,1.57e-06,1.0,2.0,155506.0,0.178,arabic
0.656,118.093,0.623,-6.494,0.105,0.475,0.113,0.00165,0.0,9.0,179382.0,0.553,arabic
0.656,119.003,0.672,-8.313,0.0756,0.338,0.0426,0.538,1.0,8.0,346125.0,0.000577,electronic
0.656,131.372,0.554,-9.489,0.0878,0.438,0.5,0.0,0.0,7.0,312642.0,0.766,latin
0.657,90.012,0.564,-6.959,0.198,0.54,0.0259,0.0,1.0,9.0,206372.0,0.0851,pop
0.657,100.104,0.887,-5.784,0.106,0.932,0.0908,0.000363,1.0,9.0,166350.0,0.153,ambient
0.657,107.01,0.753,-3.061,0.112,0.437,0.0449,0.0,1.0,7.0,184732.0,0.171,pop
0.657,114.002,0.615,-9.864,0.0892,0.525,0.0287,0.859,1.0,4.0,324333.0,0.599,electronic
0.657,116.984,0.829,-6.802,0.0937,0.811,0.0648,5.27e-05,1.0,0.0,155897.0,0.235,latin
0.657,124.992,0.883,-5.748,0.128,0.284,0.305,0.0,1.0,8.0,172933.0,0.0603,hip-hop
0.657,172.164,0.594,-10.708,0.107,0.452,0.264,0.00317,0.0,1.0,145189.0,0.551,arabic
0.658,104.033,0.873,-8.031,0.0999,0.483,0.108,0.0061,0.0,4.0,189800.0,0.00858,latin
0.658,104.972,0.827,-6.364,0.144,0.551,0.0603,7e-05,0.0,6.0,160000.0,0.299,ambient
0.658,104.972,0.827,-6.364,0.144,0.551,0.0603,7e-05,0.0,6.0,160000.0,0.299,arabic
0.658,135.987,0.599,-6.644,0.0947,0.56,0.358,0.0,0.0,10.0,229440.0,0.34,ambient
0.658,140.042,0.8,-6.142,0.111,0.462,0.079,0.0,0.0,1.0,195429.0,0.25,arabic
0.658,150.093,0.615,-7.299,0.205,0.293,0.0343,0.000911,1.0,5.0,227080.0,0.096,rock
0.658,151.951,0.752,-6.297,0.0927,0.387,0.342,0.0,1.0,0.0,213520.0,0.0421,hip-hop
0.659,82.957,0.474,-4.667,0.154,0.075,0.0292,0.0,1.0,4.0,232800.0,0.0125,rock
0.659,106.196,0.648,-6.369,0.19,0.532,0.0259,0.000307,1.0,2.0,206133.0,0.115,rock
0.659,115.676,0.556,-10.307,0.388,0.648,0.304,0.0,1.0,9.0,215507.0,0.799,brazilian
0.659,116.054,0.819,-9.024,0.0435,0.441,0.0973,0.0,1.0,5.0,186002.0,0.0534,latin
0.659,129.962,0.955,-3.531,0.148,0.495,0.382,0.00731,0.0,0.0,158769.0,0.411,brazilian
0.659,142.044,0.689,-7.974,0.159,0.441,0.195,0.0,0.0,4.0,207887.0,0.221,latin
0.66,93.994,0.63,-8.47,0.105,0.941,0.0382,2.34e-05,0.0,4.0,209093.0,0.751,brazilian
0.66,123.902,0.748,-6.034,0.0883,0.324,0.0404,5.56e-06,0.0,4.0,244587.0,0.295,electronic
0.66,124.978,0.692,-7.336,0.502,0.311,0.0292,0.933,1.0,2.0,119880.0,0.796,lofi
0.661,107.992,0.808,-6.237,0.138,0.804,0.0395,0.0,0.0,0.0,235556.0,0.0358,electronic
0.661,122.058,0.776,-5.663,0.143,0.963,0.0534,6.7e-06,0.0,6.0,161354.0,0.481,hip-hop
0.661,127.484,0.769,-5.505,0.121,0.843,0.157,2.24e-05,1.0,6.0,137012.0,0.585,ambient
0.661,173.372,0.429,-7.227,0.234,0.285,0.0281,0.000121,1.0,11.0,266773.0,0.00239,pop
0.661,173.372,0.429,-7.227,0.234,0.285,0.0281,0.000121,1.0,11.0,266773.0,0.00239,pop
0.662,90.054,0.679,-5.861,0.376,0.365,0.0773,0.0,1.0,7.0,205333.0,0.151,electronic
0.662,91.989,0.544,-7.462,0.107,0.196,0.121,1.35e-06,1.0,3.0,228000.0,0.00418,pop
0.662,93.976,0.892,-3.894,0.363,0.607,0.162,1.24e-06,1.0,8.0,227013.0,0.169,latin
0.662,93.976,0.892,-3.894,0.363,0.607,0.162,1.24e-06,1.0,8.0,227013.0,0.169,latin
0.662,95.999,0.863,-5.855,0.334,0.307,0.21,8.45e-06,0.0,4.0,248363.0,0.0843,latin
0.662,103.039,0.808,-3.906,0.17,0.769,0.153,0.0041,1.0,8.0,160771.0,0.397,ambient
0.662,112.509,0.897,-6.903,0.534,0.39,0.292,0.0,0.0,1.0,145543.0,0.0852,arabic
0.662,112.509,0.897,-6.903,0.534,0.39,0.292,0.0,0.0,1.0,145543.0,0.0852,hip-hop
0.662,116.948,0.717,-5.877,0.641,0.568,0.0388,0.0,1.0,6.0,206533.0,0.0148,pop
0.662,124.149,0.729,-7.191,0.305,0.359,0.337,0.208,0.0,5.0,260907.0,0.00128,pop
0.662,143.943,0.767,-4.856,0.123,0.259,0.0578,0.0,0.0,5.0,193333.0,0.103,arabic
0.662,150.047,0.709,-4.55,0.108,0.439,0.0767,0.0,1.0,8.0,218349.0,0.00966,hip-hop
0.663,90.191,0.621,-5.216,0.172,0.601,0.0412,0.0,1.0,1.0,178053.0,0.0147,pop
0.663,90.368,0.677,-5.479,0.402,0.687,0.222,3.85e-05,1.0,7.0,270333.0,0.282,latin
0.663,98.022,0.819,-6.976,0.202,0.736,0.1,0.00012,0.0,10.0,226752.0,0.643,hip-hop
0.663,102.0,0.651,-5.569,0.0994,0.465,0.0281,0.0,0.0,0.0,259453.0,0.228,pop
0.663,104.561,0.277,-8.821,0.136,0.527,0.0377,0.00051,0.0,4.0,237027.0,0.000409,rock
0.663,106.995,0.72,-9.749,0.311,0.806,0.0634,0.0426,1.0,6.0,157375.0,0.387,electronic
0.663,109.979,0.8,-9.608,0.0929,0.863,0.164,0.0,0.0,9.0,176333.0,0.453,ambient
0.663,121.07,0.6,-5.802,0.119,0.286,0.0477,0.0,1.0,3.0,245493.0,0.225,pop
0.663,129.987,0.927,-7.546,0.0674,0.621,0.278,0.000335,1.0,2.0,132984.0,0.0253,hip-hop
0.663,134.924,0.654,-8.913,0.13,0.676,0.0303,0.0557,1.0,1.0,188443.0,0.0589,rock
0.663,143.082,0.76,-4.763,0.305,0.209,0.0551,0.0,0.0,9.0,148053.0,0.109,hip-hop
0.663,146.053,0.634,-6.818,0.102,0.6,0.0331,0.124,1.0,11.0,177533.0,0.433,pop
0.663,154.865,0.593,-6.045,0.215,0.418,0.0375,7.58e-05,0.0,5.0,157394.0,0.0162,pop
0.663,184.057,0.672,-5.984,0.134,0.381,0.243,0.0,1.0,3.0,138324.0,0.112,hip-hop
0.663,184.057,0.672,-5.984,0.134,0.381,0.243,0.0,1.0,3.0,138324.0,0.112,hip-hop
0.664,90.168,0.742,-6.379,0.0537,0.695,0.353,0.0,1.0,2.0,358945.0,0.0393,latin
0.664,101.9,0.914,-10.437,0.168,0.946,0.229,0.000186,0.0,9.0,126500.0,0.431,world
0.664,107.747,0.404,-6.698,0.11,0.0949,0.0407,0.00402,1.0,1.0,351640.0,0.542,ambient
0.664,129.071,0.575,-5.303,0.116,0.437,0.0481,0.0,0.0,4.0,241688.0,0.637,ambient
0.665,94.329,0.583,-3.885,0.112,0.463,0.18,0.0,1.0,1.0,155368.0,0.314,hip-hop
0.665,100.05,0.846,-9.437,0.0818,0.568,0.209,0.000665,1.0,0.0,145950.0,0.12,latin
0.665,100.09,0.858,-4.772,0.119,0.659,0.152,0.0,1.0,11.0,195587.0,0.126,latin
0.665,100.09,0.858,-4.772,0.119,0.659,0.152,0.0,1.0,11.0,195587.0,0.126,latin
0.665,119.988,0.406,-7.903,0.492,0.0758,0.0352,0.693,0.0,7.0,234244.0,0.172,electronic
0.665,120.997,0.836,-5.779,0.0714,0.677,0.0745,0.000925,1.0,0.0,180336.0,0.308,electronic
0.665,127.977,0.719,-7.248,0.0836,0.656,0.0297,0.0171,1.0,3.0,152027.0,0.419,electronic
0.665,166.006,0.747,-6.538,0.151,0.634,0.0755,0.0,1.0,1.0,226240.0,0.0481,latin
0.665,179.42,0.265,-9.731,0.38,0.188,0.0472,0.855,1.0,8.0,124144.0,0.107,electronic
0.666,96.662,0.848,-6.547,0.129,0.744,0.274,0.000699,1.0,0.0,251573.0,0.173,hip-hop
0.666,116.383,0.666,-7.079,0.228,0.699,0.0378,0.0,1.0,2.0,167215.0,0.0281,brazilian
0.666,127.079,0.926,-5.314,0.123,0.168,0.244,0.0,1.0,11.0,343150.0,0.0611,hip-hop
0.666,145.066,0.821,-7.237,0.319,0.739,0.342,0.0,1.0,1.0,178138.0,0.0954,hip-hop
0.667,96.058,0.76,-6.957,0.096,0.541,0.0369,0.0,0.0,4.0,204750.0,0.574,ambient
0.667,120.004,0.578,-12.066,0.146,0.243,0.035,0.419,0.0,8.0,218000.0,0.254,electronic
0.667,130.019,0.776,-6.622,0.0761,0.618,0.0983,0.3,1.0,7.0,145219.0,0.0146,pop
0.667,132.009,0.789,-7.301,0.163,0.731,0.0514,0.0,1.0,9.0,206427.0,0.356,electronic
0.668,87.973,0.573,-4.356,0.109,0.145,0.0467,4.01e-05,0.0,7.0,199920.0,0.189,arabic
0.668,87.973,0.573,-4.356,0.109,0.145,0.0467,4.01e-05,0.0,7.0,199920.0,0.189,hip-hop
0.668,90.969,0.646,-5.203,0.212,0.64,0.0282,0.0,1.0,2.0,148318.0,0.491,pop
0.668,102.06,0.868,-6.096,0.111,0.612,0.335,3.56e-06,1.0,8.0,237647.0,0.164,ambient
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,1.0,11.0,195824.0,0.446,latin
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,1.0,11.0,195824.0,0.446,latin
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,1.0,11.0,195824.0,0.446,pop
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,1.0,11.0,195824.0,0.446,pop
0.668,134.006,0.798,-5.244,0.0583,0.154,0.25,4.6e-06,1.0,8.0,264819.0,0.135,hip-hop
0.668,135.979,0.814,-6.474,0.152,0.716,0.299,0.0,1.0,11.0,138933.0,0.0248,hip-hop
0.668,147.078,0.605,-7.03,0.165,0.567,0.0817,0.0,0.0,10.0,216387.0,0.203,hip-hop
0.668,150.043,0.773,-4.254,0.0763,0.741,0.366,0.0,0.0,4.0,157419.0,0.374,world
0.668,150.093,0.795,-6.463,0.127,0.349,0.244,0.0,1.0,1.0,196453.0,0.161,electronic
0.669,95.027,0.903,-5.506,0.131,0.576,0.173,0.0,1.0,1.0,185960.0,0.316,latin
0.669,96.982,0.573,-11.436,0.321,0.159,0.0332,0.806,0.0,8.0,283053.0,0.521,pop
0.669,109.998,0.65,-10.262,0.119,0.0681,0.0317,0.749,1.0,2.0,187773.0,0.196,electronic
0.669,112.238,0.908,-2.827,0.237,0.662,0.0738,0.0,1.0,7.0,290320.0,0.00286,pop
0.669,122.669,0.834,-5.582,0.0535,0.547,0.0637,7.18e-05,0.0,6.0,267080.0,0.0341,pop
0.669,128.034,0.941,-8.756,0.0959,0.589,0.366,2e-05,0.0,4.0,75034.0,0.0399,hip-hop
0.669,130.05,0.949,-3.922,0.169,0.843,0.222,0.000592,0.0,2.0,132923.0,0.36,brazilian
0.67,120.028,0.654,-10.393,0.118,0.528,0.0403,0.157,1.0,1.0,147125.0,0.149,electronic
0.67,120.76,0.713,-6.447,0.52,0.457,0.305,0.0,0.0,9.0,206273.0,0.113,electronic
0.67,129.269,0.619,-10.322,0.331,0.777,0.0353,0.0109,0.0,11.0,211933.0,0.00165,rock
0.67,139.956,0.79,-5.527,0.119,0.408,0.105,2.32e-06,1.0,1.0,195950.0,0.377,hip-hop
0.67,169.959,0.623,-6.067,0.154,0.398,0.0464,0.93,1.0,0.0,169853.0,0.436,lofi
0.671,84.902,0.667,-8.867,0.113,0.463,0.279,0.0,0.0,10.0,214588.0,0.358,hip-hop
0.671,103.126,0.74,-5.286,0.215,0.863,0.232,0.00175,0.0,1.0,153786.0,0.197,ambient
0.671,147.037,0.607,-6.934,0.128,0.316,0.0863,1.31e-06,0.0,4.0,137143.0,0.403,hip-hop
0.671,169.727,0.714,-5.119,0.325,0.641,0.362,0.0,1.0,5.0,229827.0,0.292,latin
0.671,179.987,0.684,-6.424,0.0769,0.45,0.289,0.0,0.0,2.0,171253.0,0.0119,hip-hop
0.671,196.505,0.418,-4.002,0.116,0.71,0.104,1.68e-06,0.0,4.0,193273.0,0.0473,ambient
0.672,91.976,0.886,-4.394,0.101,0.526,0.188,8.78e-06,1.0,1.0,192024.0,0.0363,latin
0.672,93.999,0.817,-5.612,0.13,0.774,0.299,0.0,0.0,11.0,332240.0,0.441,latin
0.672,96.003,0.694,-5.527,0.277,0.804,0.127,0.0,0.0,1.0,168407.0,0.307,ambient
0.672,125.007,0.704,-7.638,0.1,0.67,0.0455,0.00688,1.0,1.0,195518.0,0.0165,pop
0.672,127.018,0.681,-5.166,0.28,0.297,0.0421,0.0,1.0,5.0,141480.0,0.0463,pop
0.672,133.992,0.547,-8.226,0.0938,0.345,0.0854,0.0,1.0,10.0,224675.0,0.0496,world
0.672,145.014,0.773,-5.885,0.0851,0.624,0.225,0.0,0.0,4.0,201169.0,0.522,hip-hop
0.672,206.247,0.59,-11.792,0.147,0.688,0.412,1.04e-06,1.0,1.0,286440.0,0.125,hip-hop
0.673,87.961,0.818,-7.542,0.172,0.695,0.148,0.0,0.0,4.0,193636.0,0.348,latin
0.673,89.646,0.719,-7.184,0.126,0.95,0.0347,0.0,0.0,7.0,143973.0,0.414,latin
0.673,92.06,0.453,-5.649,0.131,0.266,0.144,0.0,1.0,8.0,159849.0,0.32,latin
0.673,95.925,0.727,-6.269,0.176,0.397,0.052,0.0,0.0,7.0,197707.0,0.248,electronic
0.673,113.977,0.751,-8.762,0.111,0.0906,0.0442,5.49e-05,1.0,0.0,157000.0,0.024,arabic
0.673,120.973,0.851,-5.405,0.314,0.776,0.257,0.0,1.0,1.0,181509.0,0.0452,hip-hop
0.673,122.975,0.801,-5.576,0.0758,0.453,0.134,0.0,0.0,6.0,217893.0,0.27,electronic
0.673,139.991,0.844,-7.498,0.0512,0.849,0.0632,0.000263,1.0,9.0,275267.0,0.0836,latin
0.673,142.031,0.855,-7.58,0.385,0.66,0.373,0.0,1.0,1.0,221467.0,0.45,hip-hop
0.673,165.921,0.529,-4.711,0.093,0.366,0.175,2.41e-06,1.0,0.0,218365.0,0.000307,hip-hop
0.673,181.891,0.655,-5.98,0.0753,0.342,0.308,0.0,0.0,0.0,249520.0,0.473,latin
0.673,203.812,0.492,-5.431,0.137,0.488,0.0347,0.0,1.0,6.0,163855.0,0.413,pop
0.674,90.007,0.841,-5.35,0.131,0.761,0.0962,0.0,1.0,2.0,382555.0,0.104,latin
0.674,96.69,0.647,-5.037,0.351,0.327,0.223,0.0,0.0,4.0,225040.0,0.549,latin
0.674,99.968,0.804,-5.453,0.115,0.292,0.0333,1.18e-06,0.0,5.0,245940.0,0.294,latin
0.674,135.975,0.872,-5.831,0.104,0.357,0.251,0.0,0.0,2.0,146055.0,0.17,hip-hop
0.674,140.065,0.922,-4.429,0.128,0.726,0.366,3.07e-06,1.0,1.0,198027.0,0.323,hip-hop
0.675,79.31,0.627,-7.125,0.0784,0.961,0.212,0.0,0.0,5.0,277107.0,0.125,latin
0.675,82.183,0.634,-7.351,0.362,0.633,0.0926,0.000314,0.0,7.0,219866.0,0.099,electronic
0.675,83.204,0.474,-5.901,0.131,0.386,0.233,0.0,1.0,3.0,221986.0,0.22,electronic
0.675,97.04,0.612,-6.518,0.217,0.763,0.0231,0.0,0.0,9.0,201547.0,0.0994,rock
0.675,105.138,0.804,-8.997,0.108,0.821,0.0584,0.75,1.0,5.0,157267.0,0.792,world
0.675,107.064,0.684,-8.123,0.242,0.924,0.0257,0.0,1.0,11.0,243933.0,0.163,pop
0.675,112.049,0.755,-6.973,0.117,0.783,0.0918,1.41e-06,1.0,10.0,182143.0,0.512,arabic
0.675,113.949,0.734,-7.013,0.0584,0.755,0.107,0.0,0.0,6.0,145263.0,0.00552,ambient
0.675,113.949,0.734,-7.013,0.0584,0.755,0.107,0.0,0.0,6.0,145263.0,0.00552,arabic
0.675,114.995,0.959,-5.677,0.0498,0.63,0.0709,0.0,1.0,1.0,137796.0,0.0358,arabic
0.675,126.986,0.629,-6.158,0.201,0.623,0.0339,5.75e-05,1.0,5.0,210568.0,0.0106,pop
0.675,139.968,0.775,-5.43,0.151,0.907,0.0734,0.0,1.0,0.0,175714.0,0.133,pop
0.675,141.905,0.378,-9.647,0.251,0.27,0.24,0.000207,0.0,6.0,207308.0,0.00531,world
0.675,179.97,0.665,-10.243,0.331,0.517,0.1,0.0,0.0,6.0,174667.0,0.262,hip-hop
0.676,95.017,0.752,-5.233,0.186,0.425,0.0418,1.94e-06,0.0,1.0,249867.0,0.00892,electronic
0.676,129.914,0.772,-7.145,0.175,0.459,0.146,2.11e-06,0.0,8.0,186733.0,0.258,hip-hop
0.676,143.477,0.594,-5.808,0.163,0.472,0.344,0.0,1.0,2.0,181145.0,0.135,hip-hop
0.676,162.012,0.814,-4.67,0.119,0.312,0.231,1.28e-05,0.0,11.0,267707.0,0.00709,hip-hop
0.677,86.875,0.459,-4.717,0.0797,0.311,0.415,0.00351,0.0,7.0,180680.0,0.208,ambient
0.677,86.875,0.459,-4.717,0.0797,0.311,0.415,0.00351,0.0,7.0,180680.0,0.208,arabic
0.677,113.367,0.667,-8.663,0.11,0.79,0.104,0.753,1.0,1.0,154013.0,0.242,brazilian
0.677,176.048,0.419,-6.328,0.138,0.28,0.0526,0.0,0.0,4.0,184524.0,0.0127,electronic
0.678,93.368,0.614,-7.829,0.0856,0.438,0.0405,0.546,1.0,0.0,190006.0,0.264,electronic
0.678,117.067,0.595,-5.18,0.418,0.259,0.0335,0.00389,1.0,9.0,99213.0,0.0199,hip-hop
0.678,117.987,0.688,-9.999,0.669,0.805,0.0392,0.0133,1.0,9.0,130622.0,0.174,pop
0.678,145.9,0.735,-5.395,0.0936,0.708,0.0959,3.97e-05,1.0,6.0,229093.0,0.575,hip-hop
0.679,76.993,0.884,-5.857,0.0289,0.591,0.282,0.00209,0.0,10.0,238467.0,0.0957,hip-hop
0.679,111.594,0.497,-3.996,0.0583,0.191,0.0452,0.0,0.0,4.0,185053.0,0.127,pop
0.679,120.114,0.715,-5.263,0.121,0.438,0.0778,0.0,1.0,11.0,131000.0,0.517,electronic
0.679,132.146,0.518,-5.406,0.0588,0.106,0.0355,4.85e-05,0.0,11.0,214133.0,0.079,pop
0.679,134.026,0.804,-6.417,0.203,0.577,0.156,0.0,0.0,5.0,206253.0,0.387,electronic
0.68,100.987,0.689,-7.196,0.0431,0.646,0.0427,0.0211,0.0,0.0,368317.0,0.321,electronic
0.68,117.998,0.673,-11.444,0.134,0.117,0.0358,0.888,1.0,7.0,151525.0,0.542,electronic
0.68,119.967,0.699,-8.177,0.106,0.13,0.0317,0.129,1.0,0.0,296000.0,0.00801,electronic
0.68,130.019,0.729,-5.502,0.246,0.504,0.0762,0.0,1.0,7.0,237345.0,0.219,latin
0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0.0,0.0,3.0,173333.0,0.732,hip-hop
0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0.0,0.0,3.0,173333.0,0.732,hip-hop
0.68,179.923,0.796,-5.555,0.103,0.71,0.37,0.000683,0.0,10.0,176143.0,0.0575,latin
0.681,96.006,0.642,-5.426,0.0756,0.53,0.0259,0.533,1.0,2.0,187433.0,0.119,rock
0.681,99.998,0.725,-5.277,0.107,0.762,0.0376,0.0,0.0,8.0,230526.0,0.318,latin
0.681,101.005,0.798,-4.818,0.137,0.434,0.0722,0.00197,0.0,10.0,188485.0,0.219,electronic
0.681,114.029,0.744,-8.966,0.0821,0.755,0.164,0.0,1.0,1.0,170389.0,0.338,arabic
0.681,114.991,0.884,-5.839,0.277,0.324,0.149,0.0,1.0,8.0,184294.0,0.0439,hip-hop
0.681,119.943,0.675,-8.669,0.615,0.181,0.0285,0.00117,0.0,5.0,161458.0,0.0494,electronic
0.681,137.444,0.619,-6.108,0.1,0.507,0.255,2.82e-05,0.0,11.0,171765.0,0.569,ambient
0.681,139.057,0.918,-4.705,0.0615,0.706,0.201,0.0,1.0,1.0,229133.0,0.263,ambient
0.681,140.006,0.807,-6.268,0.0962,0.676,0.0983,0.0,1.0,11.0,297485.0,0.423,latin
0.681,155.079,0.56,-6.304,0.106,0.388,0.244,0.0,0.0,6.0,223320.0,0.103,latin
0.681,155.079,0.56,-6.304,0.106,0.388,0.244,0.0,0.0,6.0,223320.0,0.103,pop
