energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,genre
0.413,146.05,0.747,-11.197,0.17,0.481,0.488,0.0,0.0,2.0,174247.0,0.848,hip-hop
0.414,72.993,0.825,-6.634,0.357,0.106,0.144,0.0,1.0,2.0,200548.0,0.00265,hip-hop
0.415,74.989,0.701,-17.812,0.109,0.326,0.0663,0.886,1.0,0.0,127058.0,0.442,lofi
0.415,108.014,0.951,-6.847,0.0792,0.633,0.077,0.00403,0.0,7.0,151641.0,0.572,latin
0.415,113.976,0.823,-10.845,0.128,0.488,0.0637,0.0316,0.0,5.0,186154.0,0.471,ambient
0.415,114.145,0.728,-6.852,0.0616,0.455,0.0639,0.0,1.0,8.0,176320.0,0.401,pop
0.415,133.741,0.552,-9.028,0.141,0.653,0.412,8.14e-06,1.0,5.0,158520.0,0.8,arabic
0.415,140.025,0.664,-17.534,0.664,0.181,0.141,0.746,0.0,0.0,92464.0,0.425,lofi
0.415,169.999,0.836,-6.559,0.123,0.131,0.424,0.000523,1.0,7.0,210428.0,0.0575,latin
0.416,94.926,0.492,-10.439,0.203,0.297,0.0254,8.61e-05,1.0,11.0,211979.0,0.686,pop
0.416,96.188,0.846,-13.767,0.238,0.645,0.118,9.34e-06,0.0,10.0,259000.0,0.156,hip-hop
0.416,113.986,0.324,-8.92,0.11,0.151,0.0368,3.69e-05,0.0,11.0,236053.0,0.262,ambient
0.417,67.528,0.464,-9.345,0.0974,0.479,0.0256,0.022,0.0,0.0,183956.0,0.136,pop
0.417,93.048,0.717,-12.677,0.121,0.59,0.046,0.943,0.0,8.0,123867.0,0.699,lofi
0.417,122.976,0.61,-10.344,0.102,0.25,0.0451,0.127,0.0,4.0,326130.0,0.348,latin
0.417,138.178,0.209,-8.74,0.113,0.124,0.0338,0.00196,1.0,3.0,295533.0,0.164,pop
0.418,81.921,0.848,-7.846,0.1,0.598,0.193,0.00035,1.0,2.0,156763.0,0.371,ambient
0.418,160.004,0.715,-11.517,0.308,0.601,0.0393,0.913,1.0,1.0,105000.0,0.953,lofi
0.419,83.799,0.41,-17.154,0.0721,0.247,0.0592,0.878,1.0,0.0,654400.0,0.847,world
0.419,140.012,0.877,-14.419,0.12,0.255,0.512,0.0,0.0,10.0,217714.0,0.0837,hip-hop
0.42,70.024,0.528,-12.708,0.13,0.0484,0.0328,0.888,0.0,5.0,153973.0,0.477,lofi
0.42,170.048,0.487,-9.923,0.109,0.064,0.0475,0.881,1.0,10.0,141684.0,0.624,lofi
0.421,86.69,0.537,-1.987,0.0854,0.788,0.0605,0.0,0.0,8.0,155077.0,0.408,brazilian
0.421,95.977,0.852,-9.153,0.106,0.457,0.208,2.28e-06,0.0,10.0,202285.0,0.428,hip-hop
0.421,98.224,0.537,-8.72,0.138,0.524,0.0285,0.0,1.0,5.0,184061.0,0.827,latin
0.422,111.967,0.7,-14.276,0.12,0.193,0.0356,0.424,0.0,8.0,165500.0,0.523,electronic
0.422,119.964,0.53,-6.262,0.107,0.349,0.0342,0.0,1.0,5.0,221360.0,0.407,pop
0.422,124.357,0.573,-7.621,0.102,0.693,0.0678,1.31e-05,0.0,10.0,184791.0,0.551,latin
0.422,144.678,0.718,-9.115,0.17,0.455,0.0621,0.0,0.0,4.0,207027.0,0.0764,ambient
0.424,75.233,0.794,-11.044,0.11,0.303,0.169,0.95,0.0,1.0,143273.0,0.944,lofi
0.424,100.51,0.537,-9.199,0.124,0.455,0.195,1.64e-05,0.0,4.0,197035.0,0.736,ambient
0.424,119.705,0.754,-8.463,0.0652,0.806,0.0363,0.0,1.0,2.0,130973.0,0.643,pop
0.425,81.084,0.533,-8.427,0.118,0.464,0.152,0.000158,0.0,5.0,182976.0,0.692,ambient
0.425,87.007,0.652,-12.598,0.0957,0.588,0.0358,0.875,1.0,5.0,112000.0,0.875,lofi
0.425,102.078,0.357,-7.301,0.322,0.27,0.0333,0.0,1.0,5.0,198040.0,0.584,ambient
0.425,102.078,0.357,-7.301,0.322,0.27,0.0333,0.0,1.0,5.0,198040.0,0.584,pop
0.425,171.982,0.659,-9.218,0.112,0.404,0.0333,0.9,1.0,2.0,134826.0,0.29,lofi
0.426,84.876,0.674,-9.504,0.132,0.337,0.122,0.0,1.0,7.0,190185.0,0.12,pop
0.426,98.062,0.354,-8.704,0.115,0.185,0.0295,0.11,0.0,6.0,331400.0,0.782,ambient
0.426,110.04,0.782,-14.006,0.0822,0.476,0.0687,0.000144,0.0,1.0,148625.0,0.307,hip-hop
0.427,80.492,0.492,-6.37,0.53,0.443,0.372,0.00482,0.0,9.0,123692.0,0.364,brazilian
0.427,119.18,0.753,-11.112,0.058,0.295,0.0387,0.00065,1.0,0.0,255680.0,0.00787,rock
0.427,129.996,0.79,-15.717,0.0978,0.292,0.058,0.911,1.0,5.0,111768.0,0.751,lofi
0.427,156.004,0.639,-10.911,0.237,0.637,0.0297,0.0,1.0,2.0,147811.0,0.225,brazilian
0.428,67.559,0.307,-8.418,0.125,0.403,0.0334,0.0,0.0,2.0,199893.0,0.0578,world
0.429,125.868,0.341,-13.173,0.132,0.188,0.0467,0.352,1.0,6.0,259000.0,0.892,pop
0.429,146.054,0.338,-8.517,0.122,0.167,0.033,2.59e-06,0.0,11.0,166315.0,0.103,ambient
0.43,91.841,0.515,-9.935,0.129,0.104,0.0369,0.000141,1.0,7.0,238640.0,0.0102,rock
0.43,91.844,0.515,-9.935,0.129,0.104,0.0372,0.000133,1.0,7.0,238640.0,0.0097,rock
0.43,99.933,0.841,-6.006,0.101,0.67,0.205,0.000712,1.0,7.0,163224.0,0.698,ambient
0.43,99.933,0.841,-6.006,0.101,0.67,0.205,0.000712,1.0,7.0,163224.0,0.698,arabic
0.431,94.0,0.881,-11.093,0.113,0.246,0.0914,0.0018,0.0,6.0,174730.0,0.182,hip-hop
0.431,174.103,0.479,-12.056,0.222,0.302,0.0339,0.709,1.0,7.0,259814.0,0.516,arabic
0.432,81.109,0.695,-8.195,0.296,0.765,0.0479,0.0,0.0,11.0,216107.0,0.312,latin
0.432,94.605,0.475,-7.844,0.161,0.648,0.0302,0.0,1.0,7.0,153467.0,0.183,rock
0.433,115.979,0.87,-12.679,0.124,0.442,0.0503,0.849,1.0,7.0,120517.0,0.965,lofi
0.433,179.789,0.284,-10.01,0.114,0.193,0.0365,0.00386,1.0,4.0,105005.0,0.742,ambient
0.434,80.015,0.851,-9.551,0.171,0.926,0.072,0.0,1.0,0.0,175219.0,0.52,world
0.434,136.003,0.8,-13.331,0.103,0.0889,0.0485,0.939,1.0,0.0,130594.0,0.823,lofi
0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,1.0,2.0,204600.0,0.0102,hip-hop
0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,1.0,2.0,204600.0,0.0102,hip-hop
0.435,120.058,0.843,-8.442,0.147,0.19,0.178,0.0,1.0,8.0,208080.0,0.47,hip-hop
0.438,139.963,0.802,-10.924,0.0687,0.263,0.0546,0.0143,1.0,0.0,228214.0,0.314,latin
0.438,149.897,0.649,-12.859,0.136,0.932,0.0357,0.759,0.0,9.0,122760.0,0.911,electronic
0.44,107.091,0.668,-10.607,0.0901,0.127,0.0801,3.98e-06,0.0,9.0,213200.0,0.822,electronic
0.44,129.985,0.821,-10.612,0.101,0.179,0.0569,0.0552,1.0,2.0,206885.0,0.291,electronic
0.44,137.321,0.382,-10.124,0.0992,0.411,0.0295,0.00106,1.0,10.0,210187.0,0.777,electronic
0.441,81.334,0.519,-14.178,0.076,0.25,0.0353,0.000453,1.0,4.0,234973.0,0.0204,rock
0.441,100.023,0.656,-13.217,0.182,0.315,0.0325,0.905,0.0,6.0,116400.0,0.974,lofi
0.441,135.028,0.942,-11.448,0.138,0.925,0.469,0.0,1.0,11.0,144000.0,0.493,hip-hop
0.442,81.201,0.513,-13.529,0.0878,0.243,0.0343,0.000838,1.0,4.0,229227.0,0.00731,rock
0.442,100.021,0.776,-8.99,0.0723,0.838,0.0575,1.31e-05,0.0,6.0,136944.0,0.319,latin
0.442,115.932,0.703,-10.383,0.276,0.381,0.0823,2.39e-05,1.0,0.0,189480.0,0.594,electronic
0.442,146.277,0.557,-7.224,0.11,0.213,0.0243,1.46e-05,1.0,5.0,309600.0,0.731,pop
0.443,92.035,0.804,-10.268,0.112,0.58,0.134,0.0225,0.0,6.0,203027.0,0.0312,hip-hop
0.443,96.023,0.865,-14.168,0.0877,0.688,0.16,0.143,0.0,4.0,307547.0,0.723,brazilian
0.444,140.063,0.906,-8.692,0.173,0.678,0.384,6.44e-05,0.0,4.0,235040.0,0.136,arabic
0.444,150.96,0.703,-9.331,0.0973,0.712,0.0417,0.0,1.0,11.0,242947.0,0.559,pop
0.444,177.954,0.465,-23.11,0.123,0.957,0.0332,0.932,1.0,5.0,179806.0,0.907,electronic
0.445,50.827,0.286,-8.087,0.114,0.278,0.0347,0.0,1.0,6.0,217352.0,0.355,pop
0.445,78.738,0.491,-11.999,0.209,0.184,0.384,0.000115,1.0,11.0,127603.0,0.925,lofi
0.445,78.998,0.781,-6.061,0.184,0.591,0.0295,0.0,1.0,2.0,281560.0,0.474,pop
0.445,90.182,0.836,-8.829,0.107,0.324,0.345,0.459,1.0,5.0,135385.0,0.545,lofi
0.445,156.023,0.55,-9.548,0.507,0.512,0.0847,0.00318,1.0,7.0,166159.0,0.262,latin
0.446,80.002,0.79,-9.273,0.0933,0.222,0.052,0.931,0.0,9.0,114203.0,0.656,lofi
0.446,80.033,0.788,-9.812,0.273,0.545,0.0693,0.694,1.0,6.0,108000.0,0.54,lofi
0.446,123.596,0.743,-7.807,0.337,0.278,0.0683,0.118,0.0,4.0,232107.0,0.0039,rock
0.446,177.711,0.645,-6.057,0.0947,0.576,0.033,0.000132,1.0,2.0,253312.0,0.479,pop
0.447,120.069,0.856,-7.86,0.108,0.391,0.102,0.0,1.0,9.0,256000.0,0.744,hip-hop
0.447,121.989,0.657,-13.148,0.0995,0.523,0.0303,0.00105,1.0,0.0,268867.0,0.478,rock
0.447,125.103,0.709,-10.78,0.189,0.207,0.34,0.0,0.0,10.0,145920.0,0.025,hip-hop
0.448,95.05,0.599,-6.312,0.106,0.168,0.0232,0.0,1.0,8.0,263400.0,0.163,pop
0.448,96.98,0.631,-8.838,0.12,0.43,0.0304,1.94e-06,1.0,9.0,219773.0,0.253,pop
0.448,145.997,0.789,-7.514,0.178,0.727,0.0441,0.0,1.0,0.0,248467.0,0.126,world
0.449,84.383,0.623,-13.333,0.0613,0.573,0.0253,0.0,1.0,5.0,256000.0,0.212,rock
0.449,84.383,0.623,-13.333,0.0613,0.573,0.0253,0.0,1.0,5.0,256000.0,0.212,rock
0.449,90.031,0.611,-11.27,0.149,0.414,0.0338,0.000561,0.0,11.0,218133.0,0.292,latin
0.449,100.456,0.486,-10.298,0.54,0.549,0.0267,2.23e-06,1.0,5.0,254293.0,0.166,rock
0.449,114.924,0.669,-7.658,0.0729,0.327,0.049,0.0,0.0,0.0,213493.0,0.184,electronic
0.449,123.969,0.327,-5.362,0.22,0.179,0.034,0.00444,1.0,10.0,218755.0,0.369,ambient
0.449,136.006,0.578,-6.349,0.119,0.1,0.286,2.17e-06,1.0,1.0,192956.0,0.0618,hip-hop
0.449,150.029,0.626,-9.519,0.111,0.217,0.0378,0.964,0.0,9.0,129400.0,0.124,lofi
0.449,199.905,0.667,-11.041,0.0953,0.386,0.22,0.0432,0.0,6.0,167699.0,0.407,latin
0.45,178.765,0.597,-6.658,0.382,0.537,0.0418,0.0,1.0,8.0,228482.0,0.223,pop
0.451,99.795,0.62,-9.896,0.101,0.313,0.157,0.0,0.0,3.0,172108.0,0.887,latin
0.452,92.055,0.363,-10.288,0.152,0.531,0.0309,0.0,1.0,7.0,229760.0,0.417,brazilian
0.452,114.994,0.667,-12.089,0.0847,0.0425,0.0322,0.888,0.0,2.0,254749.0,0.239,electronic
0.452,168.102,0.538,-7.994,0.0635,0.209,0.0462,2.26e-05,1.0,2.0,222840.0,0.368,rock
0.453,104.976,0.596,-9.536,0.0546,0.343,0.026,2.16e-06,1.0,9.0,178286.0,0.845,pop
0.453,148.139,0.79,-10.816,0.0996,0.591,0.0992,0.0,0.0,5.0,178391.0,0.785,latin
0.454,80.03,0.824,-11.809,0.0957,0.49,0.0682,0.903,1.0,2.0,99000.0,0.277,lofi
0.454,159.982,0.689,-7.643,0.0707,0.912,0.0584,0.00259,1.0,2.0,159246.0,0.0351,pop
0.454,159.982,0.689,-7.643,0.0707,0.912,0.0584,0.00259,1.0,2.0,159246.0,0.0351,pop
0.454,184.956,0.7,-8.15,0.162,0.62,0.0943,0.0,1.0,6.0,186781.0,0.0372,pop
0.455,99.958,0.796,-7.763,0.156,0.352,0.0997,3.59e-06,0.0,1.0,117606.0,0.637,hip-hop
0.455,127.966,0.907,-11.124,0.0978,0.223,0.225,0.0366,1.0,3.0,257026.0,0.272,latin
0.455,138.988,0.89,-10.226,0.153,0.897,0.437,0.0,1.0,2.0,180000.0,0.158,hip-hop
0.455,140.109,0.413,-9.679,0.0809,0.103,0.0978,0.909,1.0,7.0,171429.0,0.548,lofi
0.456,80.03,0.735,-7.484,0.12,0.454,0.114,0.0,0.0,1.0,176086.0,0.44,latin
0.456,95.992,0.816,-8.281,0.189,0.534,0.569,0.0,0.0,9.0,343118.0,0.529,hip-hop
0.456,106.937,0.658,-8.902,0.11,0.465,0.0578,1.76e-06,0.0,6.0,159161.0,0.454,pop
0.457,78.552,0.54,-10.636,0.119,0.345,0.131,0.626,0.0,2.0,144000.0,0.607,lofi
0.457,113.974,0.652,-13.775,0.157,0.0733,0.0294,0.913,1.0,1.0,318170.0,0.841,electronic
0.458,122.027,0.65,-13.202,0.0958,0.442,0.0395,0.957,0.0,3.0,192295.0,0.801,electronic
0.458,135.853,0.754,-9.117,0.131,0.58,0.124,0.000242,0.0,7.0,202535.0,0.301,brazilian
0.458,168.083,0.338,-8.574,0.143,0.0754,0.0312,0.457,0.0,6.0,188571.0,0.0011,electronic
0.459,103.04,0.934,-7.654,0.222,0.697,0.189,0.0,1.0,1.0,239547.0,0.0516,hip-hop
0.459,123.942,0.736,-10.097,0.111,0.459,0.0576,0.0,1.0,0.0,171679.0,0.663,latin
0.46,126.026,0.769,-11.988,0.477,0.215,0.345,0.0693,0.0,11.0,179048.0,0.338,electronic
0.46,149.909,0.636,-8.036,0.114,0.474,0.306,0.0,0.0,3.0,180800.0,0.745,hip-hop
0.461,179.961,0.564,-8.1,0.0914,0.454,0.0742,0.925,1.0,1.0,136500.0,0.944,lofi
0.462,77.421,0.387,-10.109,0.116,0.392,0.26,0.0,1.0,11.0,258462.0,0.593,ambient
0.463,108.003,0.97,-7.259,0.151,0.46,0.366,0.0,1.0,10.0,142417.0,0.0957,arabic
0.463,111.98,0.809,-11.377,0.109,0.364,0.0396,0.085,1.0,11.0,298941.0,0.256,hip-hop
0.463,121.999,0.778,-7.603,0.0731,0.496,0.0389,0.00289,1.0,11.0,194840.0,0.546,electronic
0.463,125.15,0.562,-7.478,0.157,0.416,0.0787,0.000145,1.0,6.0,247579.0,0.442,ambient
0.464,79.503,0.373,-8.606,0.127,0.301,0.256,0.0135,0.0,4.0,237908.0,0.86,latin
0.464,100.011,0.87,-7.44,0.094,0.0929,0.357,0.00122,0.0,10.0,252067.0,0.474,electronic
0.464,108.015,0.886,-8.947,0.0776,0.417,0.0794,0.00107,0.0,7.0,154320.0,0.168,electronic
0.464,111.103,0.72,-10.661,0.203,0.381,0.0768,0.0,1.0,8.0,138353.0,0.0567,ambient
0.464,114.046,0.782,-9.616,0.364,0.375,0.0405,0.794,1.0,4.0,125263.0,0.847,lofi
0.465,89.087,0.449,-8.964,0.303,0.543,0.0791,1.02e-06,1.0,0.0,198371.0,0.524,pop
0.465,100.11,0.708,-12.306,0.0971,0.264,0.0312,0.908,0.0,6.0,78000.0,0.934,lofi
0.465,110.014,0.794,-8.144,0.103,0.652,0.057,1.37e-06,0.0,1.0,158690.0,0.751,world
0.465,113.81,0.6,-4.951,0.149,0.0682,0.0314,1.48e-06,1.0,4.0,230880.0,0.643,pop
0.465,131.992,0.704,-12.648,0.154,0.755,0.105,0.881,0.0,3.0,107083.0,0.916,lofi
0.466,70.087,0.768,-9.748,0.222,0.454,0.233,0.933,0.0,7.0,158375.0,0.95,lofi
0.466,160.02,0.683,-10.24,0.158,0.504,0.165,0.865,0.0,6.0,135187.0,0.754,lofi
0.466,168.063,0.638,-10.637,0.097,0.312,0.0739,0.909,0.0,5.0,130978.0,0.828,lofi
0.468,94.434,0.369,-9.013,0.109,0.18,0.0273,0.566,1.0,5.0,290617.0,0.0205,ambient
0.469,78.98,0.703,-11.165,0.0963,0.321,0.0471,0.94,1.0,1.0,119241.0,0.686,lofi
0.469,145.947,0.742,-8.789,0.334,0.737,0.0367,0.903,0.0,1.0,144452.0,0.45,lofi
0.47,67.086,0.598,-8.744,0.505,0.879,0.0496,0.0,1.0,8.0,126267.0,0.617,pop
0.47,75.008,0.617,-13.3,0.151,0.427,0.0298,0.526,0.0,6.0,129600.0,0.401,lofi
0.47,109.986,0.639,-11.969,0.117,0.0358,0.0486,0.878,1.0,6.0,202987.0,0.373,arabic
0.47,145.703,0.655,-11.395,0.128,0.577,0.0356,0.00163,0.0,4.0,231067.0,0.237,brazilian
0.471,76.934,0.404,-5.848,0.119,0.497,0.0535,0.0,1.0,6.0,216585.0,0.287,world
0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0.0,1.0,10.0,180304.0,0.151,pop
0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0.0,1.0,10.0,180304.0,0.151,pop
0.471,140.969,0.863,-9.545,0.121,0.644,0.478,0.0,1.0,6.0,252907.0,0.251,hip-hop
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,1.0,1.0,274192.0,0.0107,hip-hop
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,1.0,1.0,274192.0,0.0107,hip-hop
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,1.0,1.0,274192.0,0.0107,pop
0.472,140.976,0.415,-11.089,0.213,0.067,0.0373,0.75,1.0,2.0,153347.0,0.205,arabic
0.472,149.97,0.748,-9.266,0.102,0.364,0.125,1.1e-05,0.0,0.0,230904.0,0.596,hip-hop
0.473,75.801,0.464,-10.086,0.109,0.604,0.129,0.0,1.0,1.0,208687.0,0.866,pop
0.473,89.945,0.857,-6.791,0.107,0.84,0.233,0.421,0.0,10.0,125333.0,0.631,lofi
0.473,119.992,0.765,-5.829,0.391,0.34,0.0514,0.0,1.0,10.0,237300.0,0.287,pop
0.473,160.02,0.695,-7.418,0.135,0.773,0.0956,0.26,1.0,7.0,121500.0,0.0491,lofi
0.474,79.933,0.707,-8.705,0.64,0.534,0.147,0.000689,1.0,0.0,262498.0,0.201,world
0.474,123.895,0.73,-9.537,0.099,0.625,0.0351,2.85e-05,1.0,7.0,178987.0,0.669,electronic
0.475,98.047,0.801,-8.797,0.0639,0.234,0.0516,1.73e-05,0.0,7.0,213061.0,0.141,latin
0.475,113.016,0.861,-11.952,0.0708,0.248,0.0537,0.322,0.0,1.0,237876.0,0.0325,latin
0.476,97.945,0.802,-10.064,0.295,0.644,0.0563,0.0,1.0,9.0,173354.0,0.292,latin
0.476,100.008,0.799,-8.935,0.123,0.294,0.432,0.0,0.0,5.0,92589.0,0.519,ambient
0.476,129.992,0.793,-10.515,0.115,0.578,0.0406,0.0,0.0,5.0,194769.0,0.132,latin
0.476,148.117,0.389,-9.342,0.255,0.566,0.0316,5.09e-05,1.0,9.0,217107.0,0.619,rock
0.476,193.883,0.637,-8.968,0.103,0.572,0.347,0.0285,1.0,1.0,150015.0,0.504,ambient
0.478,104.563,0.675,-10.201,0.127,0.39,0.512,7.8e-06,1.0,1.0,210286.0,0.0731,hip-hop
0.478,114.02,0.766,-13.487,0.165,0.965,0.0329,2.49e-06,1.0,7.0,178360.0,0.0513,rock
0.478,142.934,0.472,-5.847,0.226,0.724,0.0313,0.213,0.0,9.0,198347.0,0.617,world
0.479,104.83,0.62,-9.888,0.191,0.661,0.0321,0.000406,1.0,0.0,269427.0,0.196,brazilian
0.479,123.217,0.425,-12.22,0.378,0.279,0.0419,0.000109,1.0,2.0,215867.0,0.44,rock
0.479,132.96,0.542,-15.033,0.171,0.217,0.039,0.647,0.0,0.0,91726.0,0.972,lofi
0.479,169.922,0.812,-5.678,0.0756,0.559,0.333,1.21e-06,0.0,2.0,234353.0,0.213,latin
0.48,84.098,0.874,-12.092,0.11,0.563,0.565,0.0,1.0,11.0,166226.0,0.033,hip-hop
0.48,92.157,0.853,-9.052,0.0323,0.815,0.0512,0.000618,1.0,8.0,254865.0,0.0234,world
0.48,99.844,0.727,-8.751,0.108,0.239,0.241,5.54e-06,1.0,1.0,291170.0,0.0887,electronic
0.48,128.001,0.749,-6.77,0.178,0.737,0.0413,0.0,1.0,4.0,159375.0,0.00607,pop
0.48,143.029,0.846,-8.618,0.0989,0.419,0.359,0.0,0.0,8.0,169532.0,0.269,arabic
0.48,143.029,0.846,-8.618,0.0989,0.419,0.359,0.0,0.0,8.0,169532.0,0.269,hip-hop
0.481,140.122,0.813,-6.71,0.0931,0.842,0.231,0.0,1.0,1.0,178286.0,0.217,hip-hop
0.482,79.995,0.759,-7.158,0.0915,0.391,0.0433,0.0,1.0,10.0,161408.0,0.147,world
0.482,92.954,0.814,-9.977,0.0881,0.646,0.108,2.65e-06,1.0,6.0,220394.0,0.16,ambient
0.482,100.013,0.631,-6.761,0.0819,0.677,0.121,0.0,0.0,1.0,204453.0,0.428,electronic
0.482,100.029,0.69,-6.335,0.0728,0.356,0.2,0.0004,0.0,7.0,149074.0,0.523,latin
0.482,100.029,0.69,-6.335,0.0728,0.356,0.2,0.0004,0.0,7.0,149074.0,0.523,latin
0.482,104.39,0.458,-8.626,0.0756,0.128,0.0538,0.0057,0.0,6.0,153000.0,0.262,latin
0.482,138.453,0.529,-11.709,0.0842,0.492,0.0599,0.0,0.0,4.0,516893.0,0.7,rock
0.482,140.064,0.736,-8.242,0.229,0.608,0.196,0.0,1.0,4.0,224507.0,0.327,hip-hop
0.483,90.941,0.738,-9.097,0.086,0.774,0.0526,0.0,1.0,0.0,181307.0,0.467,latin
0.483,123.846,0.765,-5.356,0.21,0.217,0.0362,0.0,0.0,2.0,185832.0,0.432,brazilian
0.483,144.99,0.617,-7.359,0.121,0.176,0.0458,0.000216,1.0,11.0,152318.0,0.702,ambient
0.483,160.078,0.662,-10.701,0.482,0.492,0.133,0.00224,0.0,1.0,211026.0,0.235,latin
0.483,171.831,0.753,-6.436,0.0681,0.826,0.273,0.0,0.0,3.0,177209.0,0.0189,latin
0.484,60.83,0.653,-6.337,0.267,0.23,0.273,1.8e-06,1.0,8.0,159477.0,0.112,ambient
0.484,82.741,0.661,-10.982,0.107,0.733,0.523,0.0,0.0,4.0,344627.0,0.71,latin
0.484,133.03,0.93,-5.486,0.0922,0.747,0.259,6.84e-05,1.0,2.0,144361.0,0.355,hip-hop
0.485,100.053,0.843,-8.735,0.107,0.689,0.195,0.0675,0.0,10.0,192418.0,0.181,latin
0.486,94.993,0.701,-9.322,0.426,0.0391,0.0324,0.0779,1.0,1.0,219170.0,0.00319,world
0.486,110.964,0.784,-6.497,0.101,0.0894,0.0475,0.497,0.0,5.0,265996.0,0.0538,hip-hop
0.486,119.319,0.765,-14.671,0.332,0.303,0.0724,0.876,1.0,1.0,228053.0,0.42,electronic
0.486,119.955,0.556,-7.139,0.164,0.243,0.0329,1.45e-06,1.0,2.0,236533.0,0.0371,rock
0.486,155.969,0.709,-11.599,0.0773,0.354,0.0433,0.865,0.0,9.0,116939.0,0.0459,lofi
0.486,163.9,0.687,-8.673,0.115,0.792,0.0579,0.126,1.0,11.0,224726.0,0.587,pop
0.486,175.786,0.5,-8.801,0.119,0.36,0.168,0.353,1.0,9.0,132427.0,0.559,lofi
0.487,85.706,0.325,-8.512,0.288,0.489,0.0297,1.01e-06,1.0,5.0,249333.0,0.143,electronic
0.487,102.996,0.752,-13.482,0.0718,0.639,0.0651,0.718,0.0,7.0,92576.0,0.224,world
0.487,114.965,0.73,-10.991,0.0852,0.731,0.0303,0.01,1.0,4.0,226653.0,0.258,rock
0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0.0,10.0,154024.0,0.00127,arabic
0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0.0,10.0,154024.0,0.00127,hip-hop
0.487,139.914,0.655,-7.988,0.271,0.0454,0.033,0.897,1.0,6.0,205766.0,0.0347,electronic
0.487,139.914,0.655,-7.988,0.271,0.0454,0.033,0.897,1.0,6.0,205766.0,0.0347,lofi
0.487,170.285,0.592,-9.052,0.0768,0.638,0.251,0.0,1.0,9.0,205569.0,0.485,world
0.488,136.07,0.752,-7.05,0.0936,0.533,0.0705,9.2e-06,1.0,6.0,201661.0,0.293,pop
0.488,191.935,0.696,-9.382,0.134,0.897,0.0701,0.0179,0.0,4.0,241189.0,0.14,latin
0.49,100.385,0.663,-14.074,0.193,0.582,0.294,1.52e-06,1.0,11.0,175256.0,0.61,arabic
0.49,111.976,0.87,-10.947,0.111,0.528,0.376,0.000257,1.0,2.0,189643.0,0.0558,latin
0.49,132.682,0.582,-8.651,0.103,0.175,0.169,0.905,0.0,10.0,121250.0,0.73,lofi
0.491,119.528,0.749,-9.655,0.159,0.536,0.0403,0.00899,1.0,10.0,292613.0,0.02,pop
0.491,153.131,0.559,-6.406,0.0992,0.114,0.0346,0.0,0.0,2.0,244874.0,0.0567,arabic
0.491,156.078,0.67,-11.226,0.373,0.506,0.0855,0.973,1.0,9.0,73846.0,0.908,lofi
0.492,80.01,0.844,-6.963,0.108,0.695,0.253,0.0,0.0,5.0,195413.0,0.06,latin
0.492,120.151,0.828,-9.744,0.128,0.789,0.0276,0.00428,1.0,0.0,257800.0,0.0644,rock
0.493,75.236,0.599,-10.691,0.248,0.37,0.229,0.864,0.0,11.0,112300.0,0.89,lofi
0.493,114.952,0.776,-10.719,0.189,0.389,0.138,0.854,0.0,0.0,154435.0,0.12,brazilian
0.493,120.101,0.641,-9.542,0.605,0.0555,0.0295,0.624,0.0,9.0,200115.0,0.0261,world
0.493,161.492,0.609,-6.557,0.314,0.761,0.0316,0.0,1.0,9.0,243440.0,0.176,brazilian
0.494,79.315,0.612,-9.617,0.172,0.405,0.103,2.14e-06,0.0,9.0,202717.0,0.381,pop
0.494,89.112,0.582,-10.297,0.103,0.927,0.124,0.00313,1.0,10.0,226427.0,0.476,brazilian
0.494,103.091,0.739,-10.656,0.122,0.476,0.228,0.00571,1.0,7.0,216262.0,0.0979,ambient
0.494,132.037,0.592,-10.618,0.13,0.231,0.0747,0.0,0.0,4.0,209771.0,0.237,latin
0.494,139.788,0.584,-10.112,0.052,0.758,0.32,0.000549,1.0,8.0,132053.0,0.000494,brazilian
0.494,146.45,0.639,-12.344,0.136,0.897,0.0521,2.07e-06,1.0,9.0,204333.0,0.397,brazilian
0.494,146.553,0.35,-6.472,0.331,0.0931,0.0306,0.0,1.0,4.0,169515.0,0.192,pop
0.495,103.375,0.694,-14.222,0.0644,0.799,0.0329,0.00351,1.0,9.0,257187.0,0.0137,pop
0.495,104.409,0.737,-13.489,0.0542,0.967,0.027,9.12e-06,1.0,1.0,197147.0,0.0588,pop
0.495,124.03,0.854,-11.031,0.0928,0.807,0.0731,0.849,1.0,5.0,81336.0,0.52,lofi
0.495,124.936,0.532,-6.662,0.0754,0.308,0.0343,0.0,1.0,10.0,214240.0,0.659,rock
0.495,129.062,0.864,-7.036,0.0992,0.72,0.037,0.000133,1.0,0.0,244973.0,0.591,pop
